id,sentence,是否在转述结论(1/0),确定性打分(0/0.25/0.5/0.75/1),备注
C3603,"However, for female students, math gender stereotypes lead to lower attitudes toward math and motivation in math (Jouini et al., 2018; Nosek et al., 2002), and math anxiety levels are elevated (Wei et al., 2012).",,,
C3604,"Harm avoidance is strongly positively correlated with neuroticism and negatively with extraversion domains from the NEO Personality Inventory and Eysenck personality dimensions (Stallings et al., 1996; De Fruyt et al., 2000), thus describing an anxiety-like trait.",,,
C3605,"Larger designs of 4 (word) × 4 (color) and beyond (e.g., Mordkoff, 2012) are even more vulnerable as they are not free of all types of first-, second-, and… n-order contingencies (e.g., Kim & Cho, 2014; DishonBerkovits & Algom, 2000; Mayr & Awh, 2009; Mordkoff, 2012; Schmidt & Besner, 2008).",,,
C3606,"However, the finding related to causation words is noteworthy in light of previous evidence that the increased use of cognitive mechanism words – especially causation words – is linked to affective coherence (Centerbar, Schnall, Clore, & Garvin, 2008 ) and the coherence of a narrative (Pennebaker & Francis, 1996 ).",,,
C3607,"In a correlational study, the two dimensions were primarily related to each other (De Fruyt et al., 2000).",,,
C3608,", 2004), whereas polysubstance abusers are more sensitive to changes in rewards during the BART (Pleskac, 2008).",,,
C3609,"Moreover, the very nature of cognitive processing highlights the role of internally generated influences that occur during cognitive processing, influencing a policy maker and serving as a source of non-rational decision making [28,32,46,47].",,,
C3610,"An alternative theory is that space–time interactions arise from metaphoric mapping between structural properties of the abstract domain of time and the concrete experiential domain of space (Boroditsky, 2000; Lakoff & Johnson, 1980).",,,
C3611,"…independent of glucose metabolism but also accounts for the increasing body of research that has shown significant improvements in selfcontrol as a result of oral glucose supplementation (e.g., DeWall et al., 2008; Dvorak & Simons, 2009; Gailliot et al., 2007; Masicampo & Baumeister, 2008).",,,
C3612,"For example, in McCrea (2008) the results showed that upward counterfactual thinking reliably produces positive affect, but only if the content of that upward counterfactual made salient an available handicap as an excuse.",,,
C3613,"With this in mind, research finds that individuals high in NC hold stronger and more persistent attitudes compared to those low in NC (Cacioppo et al., 1983).",,,
C3614,"…and that focal attention persistently stays on that object until the time of testing, thereby keeping it in a state of heightened accessibility (e.g., Makovski & Jiang, 2007;Makovski et al., 2008; Matsukura & Hollingworth, 2011; Matsukura et al., 2007; Pertzov, Bays, Joseph, & Husain, 2013).",,,
C3615,"Anchoring bias occurs when decision makers choose options based on previously established standards, despite its significance (Jacowitz and Kahneman 1995; Strack et al. 1988).",,,
C3616,"…1998; Tremblay & Jones, 1999) and occurs independently of the mere presence of phonology within the task-irrelevant sound or phonological overlap between sequences of to-be-remembered and task-irrelevant items (Jones & Macken, 1995; Marsh, Vachon, et al., 2008; but see Eagan & Chein, 2012).",,,
C3617,"…equality concerns may make them feel guilty as they are in more advantageous positions under share dispersion, which in turn can induce altruistic behavior such as contributing more to the group (Bao and Ho 2015; Regan 1971) in an effort to boost one’s own self-concept (Monin and Miller 2001).",,,
C3618,"…the impact of nonspecific positive affect on impatience have been mixed, with some finding null effects or an exacerbation of impatience among those prone to extraversion (Hirsh, Guindon, Morisano, & Peterson, 2010), and others finding attenuation (Ifcher & Zarghamee, 2011; Pyone & Isen, 2011).",,,
C3619,"…and good care towards a vulnerable close other can be seen as a personal duty that could enable care-givers to establish ‘‘moral credits” (Monin & Miller, 2001) and thus to feel licensed to consume indulging unhealthy foods (Conway & Peetz, 2012; Effron, Cameron, & Monin, 2009; Jordan,…",,,
C3620,"This finding indicated that the observers had computed the mean identity for these four moving old faces, which is consistent with the results for the mean location of moving circles in Alvarez and Oliva (2008).",,,
C3621,"…studies ﬁ nding that people prefer feeling sad when they ’ re going to ask someone for help (Hackenbracht & Tamir, 2010), prefer feeling angry when they ’ re going to confront someone (Tamir et al., 2008), and prefer feeling afraid when their goal is avoiding something (Tamir & Ford, 2009).",,,
C3622,"…social change (the idea that society is undergoing an ideological shift) can motivate individuals in the face of large-scale social challenges (e.g., technological shifts, increased immigration, and police brutality; Shnabel et al., 2009; Shnabel & Nadler, 2008; see also Rattan & Ambady, 2014).",,,
C3623,"The justification of the turn in our teaching methodology is experimentally demonstrated in the form of experiments showing that activating a concrete source domain influences inferences in the abstract target domain (Jostmann et al., 2009; Ackerman et al., 2010).",,,
C3624,"An accumulation of studies has shown that changes in spatial experiences can result in different temporal perspective preferences in the resolution of the “Next Wednesday’s meeting” ambiguity (Boroditsky, 2000; Matlock et al., 2011).",,,
C3625,"…studies have shown that, compared to those low in need for cognition, undergraduates with a high level of need for cognition are more sensitive to argument quality in texts that advocate for a topic such as increasing tuition or taking vitamin K (Cacioppo et al., 1983, 1986; Smith & Petty, 1996).",,,
C3626,"In a previous study using lists of 16 words from a single semantic category, Marsh et al. (2008) also found that the locus of sound presentation—at study or test—had no consequence for the magnitude of disruption of correct recall.",,,
C3627,"…social dominance orientation, the justification of free market systems, and the conviction that only personal effort and achievement should be rewarded, are susceptible to subtle cues of money (Boucher & Kofos, 2012; Caruso et al., 2013; Vohs, 2015; Vohs et al., 2006, 2008; Zedelius et al., 2013).",,,
C3628,"This prediction has been borne out in studies using the Simon and Eriksen flanker tasks engaging selective inhibition (Bialystok, Craik, Klein, & Viswanathan, 2004; Costa et al., 2008), but it has so far not been confirmed for other tasks requiring inhibition (Colzato et al., 2008).",,,
